Valor;Localidad;Genero;Metrica;Unidad;COD_INE
206.0;Roncal/Erronkari;Total;Total habitantes;Personas.;31210
33671.0;Ronda;Total;Total habitantes;Personas.;29084
1453.0;Ronquillo, El;Total;Total habitantes;Personas.;41083
502.0;Roperuelos del Páramo;Total;Total habitantes;Personas.;24136
111240.0;Roquetas de Mar;Total;Total habitantes;Personas.;04079
8607.0;Roquetes;Total;Total habitantes;Personas.;43133
1676.0;Rosal de la Frontera;Total;Total habitantes;Personas.;21062
6548.0;Rosal, O;Total;Total habitantes;Personas.;36048
1268.0;Rosalejo;Total;Total habitantes;Personas.;10901
17958.0;Rosario, El;Total;Total habitantes;Personas.;38032
20365.0;Roses;Total;Total habitantes;Personas.;17152
292.0;Rosinos de la Requejada;Total;Total habitantes;Personas.;49181
910.0;Rossell;Total;Total habitantes;Personas.;12096
3416.0;Rosselló;Total;Total habitantes;Personas.;25189
29289.0;Rota;Total;Total habitantes;Personas.;11030
1171.0;Rotglà i Corberà;Total;Total habitantes;Personas.;46217
1283.0;Ròtova;Total;Total habitantes;Personas.;46218
26.0;Roturas;Total;Total habitantes;Personas.;47137
385.0;Rourell, El;Total;Total habitantes;Personas.;43134
248.0;Royo, El;Total;Total habitantes;Personas.;42160
229.0;Royuela;Total;Total habitantes;Personas.;44198
169.0;Royuela de Río Franco;Total;Total habitantes;Personas.;09325
48.0;Rozalén del Monte;Total;Total habitantes;Personas.;16181
99037.0;Rozas de Madrid, Las;Total;Total habitantes;Personas.;28127
579.0;Rozas de Puerto Real;Total;Total habitantes;Personas.;28128
258.0;Rozas de Valdearroyo, Las;Total;Total habitantes;Personas.;39065
4214.0;Rúa, A;Total;Total habitantes;Personas.;32072
82.0;Ruanes;Total;Total habitantes;Personas.;10161
207.0;Rubena;Total;Total habitantes;Personas.;09326
82823.0;Rubí;Total;Total habitantes;Personas.;08184
207.0;Rubí de Bracamonte;Total;Total habitantes;Personas.;47138
1391.0;Rubiá;Total;Total habitantes;Personas.;32073
43.0;Rubiales;Total;Total habitantes;Personas.;44199
20.0;Rubielos de la Cérida;Total;Total habitantes;Personas.;44200
600.0;Rubielos de Mora;Total;Total habitantes;Personas.;44201
225.0;Rubió;Total;Total habitantes;Personas.;08185
3287.0;Rubio, El;Total;Total habitantes;Personas.;41084
419.0;Rubite;Total;Total habitantes;Personas.;18170
37.0;Rublacedo de Abajo;Total;Total habitantes;Personas.;09327
72.0;Rucandio;Total;Total habitantes;Personas.;09328
1118.0;Rueda;Total;Total habitantes;Personas.;47139
325.0;Rueda de Jalón;Total;Total habitantes;Personas.;50228
38.0;Rueda de la Sierra;Total;Total habitantes;Personas.;19243
1083.0;Ruente;Total;Total habitantes;Personas.;39066
69.0;Ruesca;Total;Total habitantes;Personas.;50229
810.0;Ruesga;Total;Total habitantes;Personas.;39067
165.0;Rugat;Total;Total habitantes;Personas.;46219
529.0;Ruidera;Total;Total habitantes;Personas.;13902
769.0;Ruiloba;Total;Total habitantes;Personas.;39068
325.0;Rupià;Total;Total habitantes;Personas.;17153
280.0;Rupit i Pruit;Total;Total habitantes;Personas.;08901
3386.0;Rus;Total;Total habitantes;Personas.;23074
9824.0;Rute;Total;Total habitantes;Personas.;14058
225368.0;Sabadell;Total;Total habitantes;Personas.;08187
1020.0;Sabero;Total;Total habitantes;Personas.;24137
697.0;Sabiñán;Total;Total habitantes;Personas.;50241
9695.0;Sabiñánigo;Total;Total habitantes;Personas.;22199
3742.0;Sabiote;Total;Total habitantes;Personas.;23075
67.0;Sacañet;Total;Total habitantes;Personas.;12097
90.0;Sacecorbo;Total;Total habitantes;Personas.;19244
33.0;Saceda-Trasierra;Total;Total habitantes;Personas.;16185
1623.0;Sacedón;Total;Total habitantes;Personas.;19245
520.0;Saceruela;Total;Total habitantes;Personas.;13073
324.0;Sacramenia;Total;Total habitantes;Personas.;40174
130.0;Sada;Total;Total habitantes;Personas.;31212
17421.0;Sada;Total;Total habitantes;Personas.;15075
1278.0;Sádaba;Total;Total habitantes;Personas.;50230
475.0;Saelices;Total;Total habitantes;Personas.;16186
41.0;Saelices de la Sal;Total;Total habitantes;Personas.;19246
116.0;Saelices de Mayorga;Total;Total habitantes;Personas.;47140
175.0;Saelices el Chico;Total;Total habitantes;Personas.;37272
154.0;Sagàs;Total;Total habitantes;Personas.;08188
441.0;Sagra;Total;Total habitantes;Personas.;03115
78.0;Sagrada, La;Total;Total habitantes;Personas.;37273
73031.0;Sagunt/Sagunto;Total;Total habitantes;Personas.;46220
2380.0;Sahagún;Total;Total habitantes;Personas.;24139
178.0;Sahugo, El;Total;Total habitantes;Personas.;37303
320.0;Sahún;Total;Total habitantes;Personas.;22200
123.0;Sajazarra;Total;Total habitantes;Personas.;26128
146110.0;Salamanca;Total;Total habitantes;Personas.;37274
2582.0;Salar;Total;Total habitantes;Personas.;18171
194.0;Salares;Total;Total habitantes;Personas.;29085
4771.0;Salas;Total;Total habitantes;Personas.;33059
301.0;Salas Altas;Total;Total habitantes;Personas.;22201
184.0;Salas Bajas;Total;Total habitantes;Personas.;22202
129.0;Salas de Bureba;Total;Total habitantes;Personas.;09329
1959.0;Salas de los Infantes;Total;Total habitantes;Personas.;09330
365.0;Salàs de Pallars;Total;Total habitantes;Personas.;25190
83.0;Salce;Total;Total habitantes;Personas.;49183
9409.0;Salceda de Caselas;Total;Total habitantes;Personas.;36049
14.0;Salcedillo;Total;Total habitantes;Personas.;44203
2844.0;Saldaña;Total;Total habitantes;Personas.;34157
203.0;Saldaña de Burgos;Total;Total habitantes;Personas.;09332
96.0;Saldeana;Total;Total habitantes;Personas.;37275
302.0;Saldes;Total;Total habitantes;Personas.;08190
125.0;Saldías;Total;Total habitantes;Personas.;31213
32.0;Saldón;Total;Total habitantes;Personas.;44204
148.0;Salduero;Total;Total habitantes;Personas.;42161
407.0;Salem;Total;Total habitantes;Personas.;46221
164.0;Sales de Llierca;Total;Total habitantes;Personas.;17154
94.0;Salillas;Total;Total habitantes;Personas.;22203
372.0;Salillas de Jalón;Total;Total habitantes;Personas.;50231
1828.0;Salinas;Total;Total habitantes;Personas.;03116
110.0;Salinas de Oro/Jaitz;Total;Total habitantes;Personas.;31214
348.0;Salinas de Pisuerga;Total;Total habitantes;Personas.;34158
86.0;Salinas del Manzano;Total;Total habitantes;Personas.;16187
5248.0;Salines, Ses;Total;Total habitantes;Personas.;07059
55.0;Salinillas de Bureba;Total;Total habitantes;Personas.;09334
7030.0;Sallent;Total;Total habitantes;Personas.;08191
1505.0;Sallent de Gállego;Total;Total habitantes;Personas.;22204
147.0;Salmerón;Total;Total habitantes;Personas.;19247
106.0;Salmeroncillos;Total;Total habitantes;Personas.;16188
107.0;Salmoral;Total;Total habitantes;Personas.;37276
109.0;Salobral;Total;Total habitantes;Personas.;05197
442.0;Salobre;Total;Total habitantes;Personas.;02070
12760.0;Salobreña;Total;Total habitantes;Personas.;18173
519.0;Salomó;Total;Total habitantes;Personas.;43135
522.0;Salorino;Total;Total habitantes;Personas.;10162
31491.0;Salou;Total;Total habitantes;Personas.;43905
34491.0;Salt;Total;Total habitantes;Personas.;17155
5604.0;Salteras;Total;Total habitantes;Personas.;41085
300.0;Salvacañete;Total;Total habitantes;Personas.;16189
67.0;Salvadiós;Total;Total habitantes;Personas.;05198
99.0;Salvador de Zapardiel;Total;Total habitantes;Personas.;47141
1645.0;Salvaleón;Total;Total habitantes;Personas.;06116
10617.0;Salvaterra de Miño;Total;Total habitantes;Personas.;36050
187.0;Salvatierra de Esca;Total;Total habitantes;Personas.;50232
1546.0;Salvatierra de los Barros;Total;Total habitantes;Personas.;06117
229.0;Salvatierra de Santiago;Total;Total habitantes;Personas.;10163
66.0;Salvatierra de Tormes;Total;Total habitantes;Personas.;37277
671.0;Salzadella, la;Total;Total habitantes;Personas.;12098
292.0;Samaniego;Total;Total habitantes;Personas.;01052
459.0;Samboal;Total;Total habitantes;Personas.;40176
158.0;Samir de los Caños;Total;Total habitantes;Personas.;49184
1158.0;Samos;Total;Total habitantes;Personas.;27055
734.0;Samper de Calanda;Total;Total habitantes;Personas.;44205
79.0;Samper del Salz;Total;Total habitantes;Personas.;50233
6504.0;San Adrián;Total;Total habitantes;Personas.;31215
84.0;San Adrián de Juarros;Total;Total habitantes;Personas.;09335
82.0;San Adrián del Valle;Total;Total habitantes;Personas.;24141
132.0;San Agustín;Total;Total habitantes;Personas.;44206
13825.0;San Agustín del Guadalix;Total;Total habitantes;Personas.;28129
163.0;San Agustín del Pozo;Total;Total habitantes;Personas.;49185
1030.0;San Amaro;Total;Total habitantes;Personas.;32074
63.0;San Andrés del Congosto;Total;Total habitantes;Personas.;19248
29944.0;San Andrés del Rabanedo;Total;Total habitantes;Personas.;24142
35.0;San Andrés del Rey;Total;Total habitantes;Personas.;19249
4350.0;San Andrés y Sauces;Total;Total habitantes;Personas.;38033
11192.0;San Antonio de Benagéber;Total;Total habitantes;Personas.;46903
1088.0;San Asensio;Total;Total habitantes;Personas.;26129
19551.0;San Bartolomé;Total;Total habitantes;Personas.;35018
44.0;San Bartolomé de Béjar;Total;Total habitantes;Personas.;05199
32.0;San Bartolomé de Corneja;Total;Total habitantes;Personas.;05200
4072.0;San Bartolomé de la Torre;Total;Total habitantes;Personas.;21063
637.0;San Bartolomé de las Abiertas;Total;Total habitantes;Personas.;45150
479.0;San Bartolomé de Pinares;Total;Total habitantes;Personas.;05201
54291.0;San Bartolomé de Tirajana;Total;Total habitantes;Personas.;35019
1055.0;San Carlos del Valle;Total;Total habitantes;Personas.;13074
400.0;San Cebrián de Campos;Total;Total habitantes;Personas.;34159
250.0;San Cebrián de Castro;Total;Total habitantes;Personas.;49186
99.0;San Cebrián de Mazote;Total;Total habitantes;Personas.;47142
142.0;San Cebrián de Mudá;Total;Total habitantes;Personas.;34160
5751.0;San Cibrao das Viñas;Total;Total habitantes;Personas.;32075
6797.0;San Clemente;Total;Total habitantes;Personas.;16190
20.0;San Cristóbal de Boedo;Total;Total habitantes;Personas.;34161
161.0;San Cristóbal de Cuéllar;Total;Total habitantes;Personas.;40177
1328.0;San Cristóbal de Entreviñas;Total;Total habitantes;Personas.;49187
1169.0;San Cristóbal de la Cuesta;Total;Total habitantes;Personas.;37278
161108.0;San Cristóbal de La Laguna;Total;Total habitantes;Personas.;38023
611.0;San Cristóbal de la Polantera;Total;Total habitantes;Personas.;24144
81.0;San Cristóbal de la Vega;Total;Total habitantes;Personas.;40178
3161.0;San Cristóbal de Segovia;Total;Total habitantes;Personas.;40906
1963.0;San Cristovo de Cea;Total;Total habitantes;Personas.;32076
585.0;San Emiliano;Total;Total habitantes;Personas.;24145
2962.0;San Esteban de Gormaz;Total;Total habitantes;Personas.;42162
343.0;San Esteban de la Sierra;Total;Total habitantes;Personas.;37284
672.0;San Esteban de Litera;Total;Total habitantes;Personas.;22205
19.0;San Esteban de los Patos;Total;Total habitantes;Personas.;05206
239.0;San Esteban de Nogales;Total;Total habitantes;Personas.;24146
40.0;San Esteban de Zapardiel;Total;Total habitantes;Personas.;05208
117.0;San Esteban del Molar;Total;Total habitantes;Personas.;49188
735.0;San Esteban del Valle;Total;Total habitantes;Personas.;05207
55.0;San Felices;Total;Total habitantes;Personas.;42163
2379.0;San Felices de Buelna;Total;Total habitantes;Personas.;39069
355.0;San Felices de los Gallegos;Total;Total habitantes;Personas.;37285
93338.0;San Fernando;Total;Total habitantes;Personas.;11031
39059.0;San Fernando de Henares;Total;Total habitantes;Personas.;28130
9769.0;San Fulgencio;Total;Total habitantes;Personas.;03118
64.0;San García de Ingelmos;Total;Total habitantes;Personas.;05209
2337.0;San Isidro;Total;Total habitantes;Personas.;03904
36524.0;San Javier;Total;Total habitantes;Personas.;30035
4419.0;San José del Valle;Total;Total habitantes;Personas.;11902
23408.0;San Juan de Aznalfarache;Total;Total habitantes;Personas.;41086
219.0;San Juan de Gredos;Total;Total habitantes;Personas.;05901
70.0;San Juan de la Encinilla;Total;Total habitantes;Personas.;05210
422.0;San Juan de la Nava;Total;Total habitantes;Personas.;05211
4987.0;San Juan de la Rambla;Total;Total habitantes;Personas.;38034
145.0;San Juan de Plan;Total;Total habitantes;Personas.;22207
238.0;San Juan del Molinillo;Total;Total habitantes;Personas.;05212
163.0;San Juan del Monte;Total;Total habitantes;Personas.;09337
73.0;San Juan del Olmo;Total;Total habitantes;Personas.;05213
9969.0;San Juan del Puerto;Total;Total habitantes;Personas.;21064
207.0;San Justo;Total;Total habitantes;Personas.;49189
1750.0;San Justo de la Vega;Total;Total habitantes;Personas.;24148
1954.0;San Leonardo de Yagüe;Total;Total habitantes;Personas.;42164
93.0;San Llorente;Total;Total habitantes;Personas.;47143
189.0;San Lorenzo de Calatrava;Total;Total habitantes;Personas.;13075
18872.0;San Lorenzo de El Escorial;Total;Total habitantes;Personas.;28131
1119.0;San Lorenzo de la Parrilla;Total;Total habitantes;Personas.;16191
32.0;San Lorenzo de Tormes;Total;Total habitantes;Personas.;05214
323.0;San Mamés de Burgos;Total;Total habitantes;Personas.;09338
44.0;San Mamés de Campos;Total;Total habitantes;Personas.;34163
43.0;San Martín de Boniches;Total;Total habitantes;Personas.;16192
21010.0;San Martín de la Vega;Total;Total habitantes;Personas.;28132
163.0;San Martín de la Vega del Alberche;Total;Total habitantes;Personas.;05215
266.0;San Martín de la Virgen de Moncayo;Total;Total habitantes;Personas.;50234
778.0;San Martín de Montalbán;Total;Total habitantes;Personas.;45151
337.0;San Martín de Oscos;Total;Total habitantes;Personas.;33061
623.0;San Martín de Pusa;Total;Total habitantes;Personas.;45152
137.0;San Martín de Rubiales;Total;Total habitantes;Personas.;09339
693.0;San Martín de Trevejo;Total;Total habitantes;Personas.;10164
352.0;San Martín de Unx;Total;Total habitantes;Personas.;31217
9324.0;San Martín de Valdeiglesias;Total;Total habitantes;Personas.;28133
47.0;San Martín de Valderaduey;Total;Total habitantes;Personas.;49190
78.0;San Martín de Valvení;Total;Total habitantes;Personas.;47144
233.0;San Martín del Castañar;Total;Total habitantes;Personas.;37286
221.0;San Martín del Pimpollar;Total;Total habitantes;Personas.;05216
15531.0;San Martín del Rey Aurelio;Total;Total habitantes;Personas.;33060
135.0;San Martín del Río;Total;Total habitantes;Personas.;44207
2735.0;San Martín del Tesorillo;Total;Total habitantes;Personas.;11903
263.0;San Martín y Mudrián;Total;Total habitantes;Personas.;40182
3489.0;San Mateo de Gállego;Total;Total habitantes;Personas.;50235
23960.0;San Miguel de Abona;Total;Total habitantes;Personas.;38035
164.0;San Miguel de Aguayo;Total;Total habitantes;Personas.;39070
119.0;San Miguel de Bernuy;Total;Total habitantes;Personas.;40183
65.0;San Miguel de Corneja;Total;Total habitantes;Personas.;05217
244.0;San Miguel de la Ribera;Total;Total habitantes;Personas.;49191
7177.0;San Miguel de Salinas;Total;Total habitantes;Personas.;03120
103.0;San Miguel de Serrezuela;Total;Total habitantes;Personas.;05218
308.0;San Miguel de Valero;Total;Total habitantes;Personas.;37287
641.0;San Miguel del Arroyo;Total;Total habitantes;Personas.;47145
775.0;San Miguel del Cinca;Total;Total habitantes;Personas.;22903
365.0;San Miguel del Pino;Total;Total habitantes;Personas.;47146
52.0;San Miguel del Robledo;Total;Total habitantes;Personas.;37036
123.0;San Miguel del Valle;Total;Total habitantes;Personas.;49192
214.0;San Millán de la Cogolla;Total;Total habitantes;Personas.;26130
61.0;San Millán de Lara;Total;Total habitantes;Personas.;09340
191.0;San Millán de los Caballeros;Total;Total habitantes;Personas.;24149
35.0;San Millán de Yécora;Total;Total habitantes;Personas.;26131
701.0;San Millán/Donemiliaga;Total;Total habitantes;Personas.;01053
346.0;San Morales;Total;Total habitantes;Personas.;37288
192.0;San Muñoz;Total;Total habitantes;Personas.;37289
604.0;San Nicolás del Puerto;Total;Total habitantes;Personas.;41088
113.0;San Pablo de la Moraleja;Total;Total habitantes;Personas.;47147
1627.0;San Pablo de los Montes;Total;Total habitantes;Personas.;45153
44.0;San Pascual;Total;Total habitantes;Personas.;05219
1155.0;San Pedro;Total;Total habitantes;Personas.;02071
218.0;San Pedro Bercianos;Total;Total habitantes;Personas.;24150
417.0;San Pedro de Ceque;Total;Total habitantes;Personas.;49193
315.0;San Pedro de Gaíllos;Total;Total habitantes;Personas.;40184
313.0;San Pedro de la Nave-Almendra;Total;Total habitantes;Personas.;49194
429.0;San Pedro de Latarce;Total;Total habitantes;Personas.;47148
859.0;San Pedro de Mérida;Total;Total habitantes;Personas.;06119
273.0;San Pedro de Rozados;Total;Total habitantes;Personas.;37291
516.0;San Pedro del Arroyo;Total;Total habitantes;Personas.;05220
29674.0;San Pedro del Pinatar;Total;Total habitantes;Personas.;30036
432.0;San Pedro del Romeral;Total;Total habitantes;Personas.;39071
143.0;San Pedro del Valle;Total;Total habitantes;Personas.;37290
626.0;San Pedro Manrique;Total;Total habitantes;Personas.;42165
54.0;San Pedro Palmiches;Total;Total habitantes;Personas.;16193
42.0;San Pelayo;Total;Total habitantes;Personas.;47149
86.0;San Pelayo de Guareña;Total;Total habitantes;Personas.;37292
532.0;San Rafael del Río;Total;Total habitantes;Personas.;12101
127.0;San Román de Cameros;Total;Total habitantes;Personas.;26132
295.0;San Román de Hornija;Total;Total habitantes;Personas.;47150
53.0;San Román de la Cuba;Total;Total habitantes;Personas.;34165
2191.0;San Román de los Montes;Total;Total habitantes;Personas.;45154
34310.0;San Roque;Total;Total habitantes;Personas.;11033
333.0;San Roque de Riomiera;Total;Total habitantes;Personas.;39072
2738.0;San Sadurniño;Total;Total habitantes;Personas.;15076
20.0;San Salvador;Total;Total habitantes;Personas.;47151
9574.0;San Sebastián de la Gomera;Total;Total habitantes;Personas.;38036
865.0;San Sebastián de los Ballesteros;Total;Total habitantes;Personas.;14059
96992.0;San Sebastián de los Reyes;Total;Total habitantes;Personas.;28134
649.0;San Silvestre de Guzmán;Total;Total habitantes;Personas.;21066
396.0;San Tirso de Abres;Total;Total habitantes;Personas.;33063
62.0;San Torcuato;Total;Total habitantes;Personas.;26139
5227.0;San Vicente de Alcántara;Total;Total habitantes;Personas.;06123
171.0;San Vicente de Arévalo;Total;Total habitantes;Personas.;05231
3995.0;San Vicente de la Barquera;Total;Total habitantes;Personas.;39080
309.0;San Vicente de la Cabeza;Total;Total habitantes;Personas.;49208
1054.0;San Vicente de la Sonsierra;Total;Total habitantes;Personas.;26142
155.0;San Vicente del Palacio;Total;Total habitantes;Personas.;47156
60247.0;Sant Vicent del Raspeig/San Vicente del Raspeig;Total;Total habitantes;Personas.;03122
26.0;San Vicente del Valle;Total;Total habitantes;Personas.;09360
419.0;San Vitero;Total;Total habitantes;Personas.;49209
510.0;San Xoán de Río;Total;Total habitantes;Personas.;32070
385.0;Sanaüja;Total;Total habitantes;Personas.;25191
532.0;Sancedo;Total;Total habitantes;Personas.;24143
720.0;Sanchidrián;Total;Total habitantes;Personas.;05204
66.0;Sanchón de la Ribera;Total;Total habitantes;Personas.;37280
43.0;Sanchón de la Sagrada;Total;Total habitantes;Personas.;37281
1053.0;Sanchonuño;Total;Total habitantes;Personas.;40179
77.0;Sanchorreja;Total;Total habitantes;Personas.;05205
206.0;Sanchotello;Total;Total habitantes;Personas.;37282
141.0;Sancti-Spíritus;Total;Total habitantes;Personas.;06118
713.0;Sancti-Spíritus;Total;Total habitantes;Personas.;37279
1086.0;Sandiás;Total;Total habitantes;Personas.;32077
111.0;Sando;Total;Total habitantes;Personas.;37283
712.0;Sanet y Negrals;Total;Total habitantes;Personas.;03117
281.0;Sangarcía;Total;Total habitantes;Personas.;40180
233.0;Sangarrén;Total;Total habitantes;Personas.;22206
4883.0;Sangüesa/Zangoza;Total;Total habitantes;Personas.;31216
70012.0;Sanlúcar de Barrameda;Total;Total habitantes;Personas.;11032
418.0;Sanlúcar de Guadiana;Total;Total habitantes;Personas.;21065
14648.0;Sanlúcar la Mayor;Total;Total habitantes;Personas.;41087
89.0;Sansol;Total;Total habitantes;Personas.;31219
39323.0;Sant Adrià de Besòs;Total;Total habitantes;Personas.;08194
106.0;Sant Agustí de Lluçanès;Total;Total habitantes;Personas.;08195
27094.0;Sant Andreu de la Barca;Total;Total habitantes;Personas.;08196
11938.0;Sant Andreu de Llavaneres;Total;Total habitantes;Personas.;08197
161.0;Sant Andreu Salou;Total;Total habitantes;Personas.;17157
382.0;Sant Aniol de Finestres;Total;Total habitantes;Personas.;17183
29132.0;Sant Antoni de Portmany;Total;Total habitantes;Personas.;07046
6724.0;Sant Antoni de Vilamajor;Total;Total habitantes;Personas.;08198
933.0;Sant Bartomeu del Grau;Total;Total habitantes;Personas.;08199
85610.0;Sant Boi de Llobregat;Total;Total habitantes;Personas.;08200
602.0;Sant Boi de Lluçanès;Total;Total habitantes;Personas.;08201
16119.0;Ràpita, La;Total;Total habitantes;Personas.;43136
3872.0;Sant Cebrià de Vallalta;Total;Total habitantes;Personas.;08203
18977.0;Sant Celoni;Total;Total habitantes;Personas.;08202
4187.0;Sant Climent de Llobregat;Total;Total habitantes;Personas.;08204
690.0;Sant Climent Sescebes;Total;Total habitantes;Personas.;17158
97983.0;Sant Cugat del Vallès;Total;Total habitantes;Personas.;08205
1038.0;Sant Cugat Sesgarrigues;Total;Total habitantes;Personas.;08206
121.0;Sant Esteve de la Sarga;Total;Total habitantes;Personas.;25196
3099.0;Sant Esteve de Palautordera;Total;Total habitantes;Personas.;08207
8121.0;Sant Esteve Sesrovires;Total;Total habitantes;Personas.;08208
882.0;Sant Feliu de Buixalleu;Total;Total habitantes;Personas.;17159
6827.0;Sant Feliu de Codines;Total;Total habitantes;Personas.;08210
23141.0;Sant Feliu de Guíxols;Total;Total habitantes;Personas.;17160
46781.0;Sant Feliu de Llobregat;Total;Total habitantes;Personas.;08211
1700.0;Sant Feliu de Pallerols;Total;Total habitantes;Personas.;17161
633.0;Sant Feliu Sasserra;Total;Total habitantes;Personas.;08212
245.0;Sant Ferriol;Total;Total habitantes;Personas.;17162
9419.0;Sant Fost de Campsentelles;Total;Total habitantes;Personas.;08209
9333.0;Sant Fruitós de Bages;Total;Total habitantes;Personas.;08213
4191.0;Sant Gregori;Total;Total habitantes;Personas.;17163
1235.0;Sant Guim de Freixenet;Total;Total habitantes;Personas.;25192
190.0;Sant Guim de la Plana;Total;Total habitantes;Personas.;25197
6069.0;Sant Hilari Sacalm;Total;Total habitantes;Personas.;17164
3666.0;Sant Hipòlit de Voltregà;Total;Total habitantes;Personas.;08215
1477.0;Sant Iscle de Vallalta;Total;Total habitantes;Personas.;08193
25.0;Sant Jaume de Frontanyà;Total;Total habitantes;Personas.;08216
863.0;Sant Jaume de Llierca;Total;Total habitantes;Personas.;17165
2819.0;Sant Jaume dels Domenys;Total;Total habitantes;Personas.;43137
3745.0;Sant Jaume d'Enveja;Total;Total habitantes;Personas.;43902
2336.0;Sant Joan;Total;Total habitantes;Personas.;07049
26834.0;Sant Joan d'Alacant;Total;Total habitantes;Personas.;03119
7046.0;Sant Joan de Labritja;Total;Total habitantes;Personas.;07050
3404.0;Sant Joan de les Abadesses;Total;Total habitantes;Personas.;17167
536.0;Sant Joan de Mollet;Total;Total habitantes;Personas.;17168
3695.0;Sant Joan de Moró;Total;Total habitantes;Personas.;12902
11133.0;Sant Joan de Vilatorrada;Total;Total habitantes;Personas.;08218
35926.0;Sant Joan Despí;Total;Total habitantes;Personas.;08217
3167.0;Sant Joan les Fonts;Total;Total habitantes;Personas.;17185
527.0;Sant Joanet;Total;Total habitantes;Personas.;46222
880.0;Sant Jordi Desvalls;Total;Total habitantes;Personas.;17166
1554.0;Sant Jordi/San Jorge;Total;Total habitantes;Personas.;12099
29761.0;Sant Josep de sa Talaia;Total;Total habitantes;Personas.;07048
234.0;Sant Julià de Cerdanyola;Total;Total habitantes;Personas.;08903
3715.0;Sant Julià de Ramis;Total;Total habitantes;Personas.;17169
3323.0;Sant Julià de Vilatorta;Total;Total habitantes;Personas.;08220
1457.0;Sant Julià del Llor i Bonmatí;Total;Total habitantes;Personas.;17903
21037.0;Sant Just Desvern;Total;Total habitantes;Personas.;08221
247.0;Sant Llorenç de la Muga;Total;Total habitantes;Personas.;17171
983.0;Sant Llorenç de Morunys;Total;Total habitantes;Personas.;25193
9231.0;Sant Llorenç des Cardassar;Total;Total habitantes;Personas.;07051
2627.0;Sant Llorenç d'Hortons;Total;Total habitantes;Personas.;08222
2587.0;Sant Llorenç Savall;Total;Total habitantes;Personas.;08223
7312.0;Sant Lluís;Total;Total habitantes;Personas.;07052
135.0;Sant Martí d'Albars;Total;Total habitantes;Personas.;08225
1263.0;Sant Martí de Centelles;Total;Total habitantes;Personas.;08224
726.0;Sant Martí de Llémena;Total;Total habitantes;Personas.;17172
668.0;Sant Martí de Riucorb;Total;Total habitantes;Personas.;25902
1269.0;Sant Martí de Tous;Total;Total habitantes;Personas.;08226
3485.0;Sant Martí Sarroca;Total;Total habitantes;Personas.;08227
353.0;Sant Martí Sesgueioles;Total;Total habitantes;Personas.;08228
271.0;Sant Martí Vell;Total;Total habitantes;Personas.;17173
2021.0;Sant Mateu;Total;Total habitantes;Personas.;12100
641.0;Sant Mateu de Bages;Total;Total habitantes;Personas.;08229
258.0;Sant Miquel de Campmajor;Total;Total habitantes;Personas.;17174
860.0;Sant Miquel de Fluvià;Total;Total habitantes;Personas.;17175
163.0;Sant Mori;Total;Total habitantes;Personas.;17176
719.0;Sant Pau de Segúries;Total;Total habitantes;Personas.;17177
32705.0;Sant Pere de Ribes;Total;Total habitantes;Personas.;08231
2516.0;Sant Pere de Riudebitlles;Total;Total habitantes;Personas.;08232
2596.0;Sant Pere de Torelló;Total;Total habitantes;Personas.;08233
5074.0;Sant Pere de Vilamajor;Total;Total habitantes;Personas.;08234
2290.0;Sant Pere Pescador;Total;Total habitantes;Personas.;17178
177.0;Sant Pere Sallavinera;Total;Total habitantes;Personas.;08189
5793.0;Sant Pol de Mar;Total;Total habitantes;Personas.;08235
2580.0;Sant Quintí de Mediona;Total;Total habitantes;Personas.;08236
2164.0;Sant Quirze de Besora;Total;Total habitantes;Personas.;08237
20209.0;Sant Quirze del Vallès;Total;Total habitantes;Personas.;08238
663.0;Sant Quirze Safaja;Total;Total habitantes;Personas.;08239
483.0;Sant Ramon;Total;Total habitantes;Personas.;25194
12911.0;Sant Sadurní d'Anoia;Total;Total habitantes;Personas.;08240
89.0;Sant Sadurní d'Osormort;Total;Total habitantes;Personas.;08241
3612.0;Sant Salvador de Guardiola;Total;Total habitantes;Personas.;08098
10164.0;Sant Vicenç de Castellet;Total;Total habitantes;Personas.;08262
6802.0;Sant Vicenç de Montalt;Total;Total habitantes;Personas.;08264
2117.0;Sant Vicenç de Torelló;Total;Total habitantes;Personas.;08265
28746.0;Sant Vicenç dels Horts;Total;Total habitantes;Personas.;08263
3881.0;Santa Amalia;Total;Total habitantes;Personas.;06120
302.0;Santa Ana;Total;Total habitantes;Personas.;10165
345.0;Santa Ana de Pusa;Total;Total habitantes;Personas.;45155
466.0;Santa Ana la Real;Total;Total habitantes;Personas.;21067
3871.0;Santa Bàrbara;Total;Total habitantes;Personas.;43138
1144.0;Santa Bárbara de Casa;Total;Total habitantes;Personas.;21068
18766.0;Santa Brígida;Total;Total habitantes;Personas.;35021
107.0;Santa Cecilia;Total;Total habitantes;Personas.;09343
197.0;Santa Cecília de Voltregà;Total;Total habitantes;Personas.;08243
91.0;Santa Cecilia del Alcor;Total;Total habitantes;Personas.;34167
244.0;Santa Cilia;Total;Total habitantes;Personas.;22208
153.0;Santa Clara de Avedillo;Total;Total habitantes;Personas.;49197
104.0;Santa Coloma;Total;Total habitantes;Personas.;26134
8273.0;Santa Coloma de Cervelló;Total;Total habitantes;Personas.;08244
13993.0;Santa Coloma de Farners;Total;Total habitantes;Personas.;17180
